CarNumber,Refund,Fines,Make,Model,Year
O481OH77RUS,2.0,1000.0,Toyota,Camry,1995.0
K326T8197RUS,1.0,100.0,Volkswagen,Passat,2016.0
90159H178RUS,1.0,8594.5864661654,Volkswagen,Passat,1990.0
9469EX178RUS,1.0,4200.0,Ford,Focus,1989.0
X796TH96RUS,1.0,500.0,Ford,Focus,2009.0
9499KX178RUS,1.0,4600.0,Ford,Focus,1989.0
Y358O8197RUS,2.0,21800.0,Ford,Focus,2013.0
C420X938RUS,2.0,3300.0,Ford,Focus,2003.0
Y965O8197RUS,2.0,1600.0,Ford,Focus,2017.0
96429X178RUS,2.0,1300.0,Ford,Focus,2013.0
Y274O8197RUS,2.0,10700.0,Ford,Focus,1981.0
Y358O8197RUS,1.0,43600.0,Ford,Focus,1992.0
E223YM197RUS,2.0,19500.0,Ford,Focus,2018.0
E42277152RUS,2.0,5300.0,Ford,Focus,2003.0
E34877152RUS,2.0,36600.0,Ford,Focus,1984.0
Y964EE197RUS,2.0,8594.5864661654,Ford,Focus,1982.0
T6049O50RUS,2.0,15000.0,Ford,Focus,2016.0
8601XX154RUS,1.0,3900.0,Skoda,Octavia,2007.0
H259HY161RUS,1.0,900.0,Toyota,Corolla,1999.0
T940CC96RUS,1.0,500.0,Ford,Focus,1984.0
T288CT96RUS,1.0,1500.0,Ford,Focus,1990.0
Y6839Y50RUS,1.0,1500.0,Ford,Focus,2013.0
Y344E877RUS,1.0,1000.0,Ford,Focus,2014.0
K889HY161RUS,2.0,46200.0,Ford,Mondeo,2016.0
H214X836RUS,1.0,8000.0,Ford,Focus,1994.0
T399KX197RUS,2.0,15300.0,Ford,Focus,1994.0
O421OT161RUS,1.0,1200.0,Skoda,Octavia,2008.0
H232YH197RUS,1.0,8594.5864661654,Ford,Focus,1998.0
7360C8197RUS,2.0,9600.0,Ford,Focus,1983.0
T6418M116RUS,1.0,49200.0,Ford,Focus,1995.0
7248C8197RUS,2.0,34400.0,Ford,Mondeo,2012.0
Y194O8161RUS,2.0,900.0,Ford,Focus,1994.0
9881HX152RUS,2.0,20600.0,Ford,Focus,2005.0
T6359O50RUS,2.0,13500.0,Ford,Focus,1993.0
E29677161RUS,2.0,6000.0,Ford,Focus,1999.0
T020MM116RUS,2.0,3000.0,Skoda,Octavia,2004.0
C798ET50RUS,1.0,5000.0,Ford,Focus,2012.0
Y7719C197RUS,2.0,4600.0,Ford,Focus,1986.0
9502XX38RUS,1.0,3000.0,Skoda,Octavia,2007.0
8521XX154RUS,1.0,1000.0,Ford,Focus,1997.0
Y273O8197RUS,2.0,26300.0,Ford,Focus,1982.0
M580CH197RUS,2.0,47500.0,Ford,Focus,2008.0
K376HE161RUS,1.0,100.0,Ford,Focus,2015.0
7193TT36RUS,2.0,3300.0,Ford,Focus,2012.0
O785T9163RUS,1.0,500.0,Ford,Focus,2005.0
H618YC38RUS,1.0,300.0,Volkswagen,Golf,2007.0
Y7689C197RUS,1.0,36000.0,Ford,Focus,2007.0
M592CH197RUS,1.0,3500.0,Skoda,Octavia,2013.0
Y352O8197RUS,2.0,77700.0,Ford,Focus,2008.0
9068EM178RUS,1.0,600.0,Ford,Focus,2006.0
7783KT197RUS,1.0,6000.0,Ford,Focus,2007.0
Y305E877RUS,2.0,2500.0,Ford,Focus,2004.0
E881OT197RUS,2.0,5500.0,Skoda,Octavia,2019.0
Y8259C197RUS,2.0,3000.0,Ford,Focus,2000.0
Y969O8197RUS,2.0,7800.0,Ford,Focus,1992.0
92928M178RUS,2.0,3000.0,Ford,Focus,2017.0
O718MM163RUS,2.0,7000.0,Ford,Focus,2003.0
Y7129Y50RUS,1.0,8594.5864661654,Ford,Focus,1986.0
9975CC77RUS,2.0,7000.0,Ford,Focus,1993.0
C592EY154RUS,1.0,2000.0,Ford,Focus,2007.0
T195OK161RUS,1.0,6700.0,Ford,Mondeo,1993.0
Y966O8197RUS,2.0,20800.0,Ford,Focus,1986.0
T914CT197RUS,2.0,7200.0,Toyota,Camry,1983.0
E41977152RUS,2.0,2400.0,Ford,Focus,1989.0
T171CC96RUS,1.0,1000.0,Ford,Focus,1987.0
9464EX178RUS,2.0,2100.0,Ford,Focus,1988.0
O50197197RUS,2.0,7800.0,Ford,Focus,1992.0
7608EE777RUS,1.0,4000.0,Skoda,Octavia,2000.0
X583HE161RUS,1.0,3000.0,Ford,Focus,1984.0
Y7229Y50RUS,2.0,2500.0,Ford,Focus,1982.0
M6977E152RUS,1.0,500.0,Ford,Focus,1996.0
K2797K154RUS,1.0,800.0,Ford,Focus,2011.0
8325M7154RUS,1.0,1000.0,Ford,Focus,1987.0
Y192O8161RUS,2.0,300.0,Ford,Focus,1999.0
7784KT197RUS,1.0,6600.0,Ford,Focus,1989.0
96599X178RUS,1.0,500.0,Ford,Focus,1990.0
X760HY197RUS,1.0,10100.0,Ford,Focus,2002.0
Y358O8197RUS,2.0,10900.0,Ford,Focus,2010.0
H966HY161RUS,1.0,500.0,Ford,Focus,2013.0
9938KK197RUS,2.0,28500.0,Ford,Focus,1993.0
98087H178RUS,1.0,8594.5864661654,Ford,Focus,1999.0
K2807K154RUS,1.0,500.0,Ford,Focus,2001.0
H977HY161RUS,1.0,600.0,Ford,Focus,1996.0
7367C8197RUS,1.0,6000.0,Ford,Focus,1993.0
9137X938RUS,1.0,1600.0,Ford,Focus,1986.0
Y356O8197RUS,2.0,15300.0,Ford,Focus,2013.0
9398MM199RUS,1.0,300.0,Volkswagen,Passat,2010.0
8436XX154RUS,1.0,2400.0,Ford,Focus,2006.0
8180XX154RUS,2.0,1400.0,Ford,Focus,1991.0
E53477152RUS,1.0,7200.0,Ford,Focus,2008.0
O718MM163RUS,2.0,3500.0,Ford,Focus,1994.0
9677MO178RUS,1.0,1100.0,Ford,Mondeo,2009.0
9498KX178RUS,1.0,4000.0,Ford,Focus,2000.0
K436MO152RUS,2.0,3000.0,Ford,Focus,2005.0
7194TT36RUS,2.0,2300.0,Ford,Focus,2002.0
7364C8197RUS,2.0,4500.0,Ford,Focus,2011.0
O136HO197RUS,2.0,7800.0,Toyota,Corolla,1999.0
O68897197RUS,2.0,12300.0,Ford,Focus,1995.0
O718MM163RUS,2.0,8594.5864661654,Ford,Focus,1993.0
7065C8197RUS,2.0,11400.0,Volkswagen,Passat,1987.0
O22097197RUS,1.0,24300.0,Ford,Focus,2017.0
Y163O8161RUS,2.0,1600.0,Ford,Focus,1980.0
M0309X197RUS,1.0,22300.0,Ford,Focus,1998.0
O673E8197RUS,2.0,600.0,Ford,Focus,1985.0
8610T8154RUS,1.0,2000.0,Ford,Focus,1995.0
H419XE197RUS,2.0,8594.5864661654,Toyota,Corolla,2011.0
M0299X197RUS,2.0,19200.0,Ford,Focus,1985.0
83298C154RUS,2.0,8594.5864661654,Ford,Focus,1986.0
H957HY161RUS,1.0,2000.0,Ford,Focus,2010.0
T941CC96RUS,1.0,2000.0,Ford,Focus,2006.0
H966HY161RUS,1.0,500.0,Ford,Focus,2000.0
Y655E8750RUS,2.0,5200.0,Skoda,Octavia,1988.0
C410X938RUS,1.0,1100.0,Ford,Focus,2019.0
7781KT197RUS,1.0,1200.0,Ford,Focus,1994.0
97968K152RUS,2.0,500.0,Ford,Focus,1999.0
H837YK197RUS,2.0,4200.0,Audi,,1989.0
X320MK197RUS,1.0,7500.0,Ford,Focus,2015.0
96907X197RUS,2.0,3000.0,BMW,,2012.0
C798ET50RUS,1.0,10000.0,Ford,Focus,2007.0
8441XX154RUS,1.0,500.0,Ford,Focus,1983.0
8180XX154RUS,2.0,1400.0,Ford,Focus,1999.0
9402KK197RUS,2.0,8594.5864661654,Toyota,Camry,2018.0
7840C8197RUS,2.0,7000.0,Ford,Focus,2005.0
7788KT197RUS,2.0,12000.0,Ford,Focus,1987.0
E41577152RUS,2.0,3000.0,Ford,Focus,2009.0
Y352O8197RUS,2.0,103600.0,Ford,Focus,1989.0
8321XX154RUS,1.0,100.0,Ford,Focus,1989.0
H976HY161RUS,2.0,2200.0,Ford,Focus,1981.0
K2797K154RUS,1.0,8594.5864661654,Ford,Focus,2005.0
Y302E877RUS,1.0,500.0,Ford,Focus,2013.0
K2797K154RUS,1.0,800.0,Ford,Focus,1980.0
92918M178RUS,1.0,5700.0,Ford,Focus,1992.0
89557X197RUS,2.0,22400.0,Toyota,Camry,1995.0
8316XX154RUS,1.0,1100.0,Ford,Focus,2007.0
96659X178RUS,1.0,900.0,Ford,Focus,1991.0
H259HY161RUS,1.0,900.0,Toyota,Corolla,2016.0
X782CO96RUS,1.0,1000.0,Ford,Focus,2016.0
H232YH197RUS,1.0,8594.5864661654,Ford,Focus,1990.0
T288CT96RUS,1.0,4500.0,Ford,Focus,2015.0
Y7129Y50RUS,1.0,8594.5864661654,Ford,Focus,2011.0
T171CC96RUS,2.0,2000.0,Ford,Focus,1983.0
H906YK197RUS,1.0,12000.0,Ford,Focus,2008.0
E160YX77RUS,2.0,2200.0,Ford,Focus,1992.0
E816HE77RUS,1.0,3000.0,Ford,Focus,1992.0
Y8259C197RUS,2.0,3000.0,Ford,Focus,2004.0
H115YO163RUS,1.0,8594.5864661654,Ford,Focus,2010.0
8437XX154RUS,1.0,8594.5864661654,Ford,Focus,1988.0
H961HY161RUS,2.0,2500.0,Ford,Focus,1982.0
H237YH197RUS,1.0,600.0,Ford,Focus,2000.0
T6459O50RUS,1.0,2000.0,Ford,Focus,2013.0
M268CH197RUS,1.0,800.0,Toyota,Camry,1994.0
T6049O50RUS,2.0,15000.0,Ford,Focus,2003.0
C420X938RUS,2.0,3300.0,Ford,Focus,1996.0
C3829X154RUS,2.0,13500.0,Ford,Focus,2016.0
O22397197RUS,1.0,18500.0,Ford,Focus,1999.0
E52677152RUS,2.0,2500.0,Ford,Focus,2007.0
C584EY154RUS,1.0,500.0,Ford,Focus,2013.0
7828C8197RUS,2.0,6700.0,Ford,Focus,1991.0
7183TT36RUS,2.0,16200.0,Ford,Focus,2017.0
O718MM163RUS,2.0,7000.0,Ford,Focus,2004.0
X256HE161RUS,2.0,800.0,Ford,Focus,2018.0
E160YX77RUS,2.0,1100.0,Ford,Focus,1990.0
7840C8197RUS,2.0,3500.0,Ford,Focus,2008.0
X286TC36RUS,2.0,8594.5864661654,Ford,Focus,2019.0
T6428M116RUS,2.0,6000.0,Ford,Focus,1995.0
Y7689C197RUS,2.0,45000.0,Ford,Focus,1980.0
H618YC38RUS,1.0,300.0,Volkswagen,Golf,2003.0
O49797197RUS,2.0,5300.0,Ford,Focus,2015.0
H419XE197RUS,2.0,6900.0,Toyota,Corolla,1987.0
H971HY161RUS,2.0,7400.0,Ford,Focus,1992.0
H957HY161RUS,1.0,8594.5864661654,Ford,Focus,2016.0
T6449O50RUS,2.0,8594.5864661654,Ford,Focus,2007.0
9499KX178RUS,1.0,4600.0,Ford,Focus,1997.0
T394KX197RUS,2.0,1500.0,Ford,Focus,2009.0
Y344E877RUS,1.0,1000.0,Ford,Focus,2000.0
O77997197RUS,2.0,5600.0,Ford,Focus,2017.0
O02397197RUS,1.0,4000.0,Volkswagen,Jetta,2004.0
98087H178RUS,1.0,8594.5864661654,Ford,Focus,2002.0
O68897197RUS,1.0,8200.0,Ford,Focus,1987.0
Y359EY197RUS,2.0,3000.0,Skoda,Octavia,1999.0
O143HO197RUS,2.0,30300.0,Toyota,Corolla,2012.0
Y7379Y50RUS,2.0,2000.0,Ford,Focus,1982.0
Y8399C197RUS,2.0,1800.0,Ford,Focus,2007.0
9072EM178RUS,2.0,4400.0,Ford,Focus,1981.0
T6488M116RUS,2.0,21000.0,Ford,Focus,2002.0
9881HX152RUS,2.0,20600.0,Ford,Focus,1998.0
Y973O8197RUS,1.0,34800.0,Ford,Focus,1987.0
E394MO152RUS,2.0,10500.0,Ford,Focus,1988.0
X504X8197RUS,1.0,8594.5864661654,Skoda,Octavia,2017.0
H214X836RUS,1.0,8000.0,Ford,Focus,2018.0
T535ET96RUS,2.0,3000.0,Ford,Focus,2013.0
C477M7161RUS,2.0,5000.0,Ford,Focus,1987.0
E53488152RUS,2.0,3600.0,Ford,Focus,1994.0
K2797K154RUS,2.0,2400.0,Ford,Focus,1993.0
E948C8152RUS,2.0,6000.0,Ford,Focus,1980.0
Y316E877RUS,2.0,7000.0,Ford,Focus,1993.0
O719MM163RUS,2.0,2300.0,Ford,Focus,2019.0
7843C8197RUS,2.0,12300.0,Ford,Focus,1989.0
7368C8197RUS,1.0,4400.0,Ford,Focus,1996.0
96679X178RUS,2.0,2400.0,Ford,Focus,1993.0
96857X197RUS,2.0,18900.0,Skoda,Octavia,2001.0
M256OH161RUS,2.0,1600.0,Ford,Focus,2015.0
M372CH197RUS,1.0,21600.0,Ford,Focus,2010.0
7844C8197RUS,2.0,34000.0,Ford,Focus,1991.0
H387TM197RUS,2.0,3200.0,Volkswagen,Passat,1997.0
Y166O8161RUS,1.0,100.0,Ford,Focus,1980.0
705787163RUS,1.0,100.0,Ford,Focus,2014.0
7197TT36RUS,2.0,6800.0,Ford,Focus,2009.0
84418C154RUS,1.0,3000.0,Ford,Focus,1986.0
H385TM197RUS,1.0,9500.0,Volkswagen,Passat,2002.0
E28877161RUS,1.0,1000.0,Ford,Focus,1993.0
Y653E8750RUS,1.0,500.0,Skoda,Octavia,1980.0
Y969O8197RUS,1.0,15600.0,Ford,Focus,1980.0
Y969O8197RUS,2.0,7800.0,Ford,Focus,1994.0
7361C8197RUS,1.0,1600.0,Ford,Focus,2017.0
Y038TO197RUS,1.0,7600.0,Toyota,Corolla,2018.0
7066C8197RUS,2.0,15000.0,Volkswagen,Passat,2002.0
T769OT197RUS,2.0,30900.0,Volkswagen,Golf,1987.0
O22297197RUS,1.0,8594.5864661654,Ford,Focus,1989.0
7788KT197RUS,2.0,4000.0,Ford,Focus,2011.0
H115YO163RUS,2.0,1100.0,Ford,Focus,1984.0
E552MO152RUS,1.0,8594.5864661654,Ford,Focus,2014.0
O83597197RUS,2.0,4000.0,Ford,Focus,2010.0
M592CH197RUS,2.0,8594.5864661654,Skoda,Octavia,2006.0
X762HY197RUS,1.0,500.0,Ford,Focus,1998.0
M577CH197RUS,2.0,17000.0,Ford,Focus,2009.0
9182CE154RUS,2.0,13200.0,Ford,Focus,1990.0
K339T8197RUS,2.0,19200.0,Ford,Focus,2000.0
Y973O8197RUS,2.0,8594.5864661654,Ford,Focus,1999.0
9428EX178RUS,1.0,500.0,Ford,Focus,1995.0
X4128H125RUS,2.0,8594.5864661654,Ford,Focus,1981.0
X256HE161RUS,2.0,1600.0,Ford,Focus,2013.0
7842C8197RUS,1.0,6000.0,Ford,Focus,2003.0
O753MX161RUS,2.0,700.0,Ford,Focus,1994.0
T6559O50RUS,1.0,4000.0,Ford,Focus,1992.0
Y356O8197RUS,2.0,45900.0,Ford,Focus,1998.0
X759HY197RUS,1.0,37500.0,Ford,Focus,2001.0
H217X836RUS,1.0,2000.0,Ford,Focus,2014.0
Y654E8750RUS,1.0,500.0,Skoda,Octavia,1994.0
98017H178RUS,1.0,1500.0,Ford,Focus,2017.0
7183TT36RUS,2.0,5400.0,Ford,Focus,2016.0
O22097197RUS,1.0,24300.0,Ford,Focus,1982.0
H387TM197RUS,2.0,1600.0,Volkswagen,Passat,1992.0
E42577152RUS,2.0,8594.5864661654,Ford,Focus,2019.0
Y275O8197RUS,1.0,8594.5864661654,Ford,Focus,2011.0
9683EC178RUS,2.0,6500.0,Ford,Focus,2008.0
M374CH197RUS,1.0,5500.0,Ford,Focus,1995.0
9943OH154RUS,1.0,400.0,Skoda,Octavia,1982.0
K327T8197RUS,2.0,20800.0,Volkswagen,Golf,2013.0
X767HY197RUS,2.0,36000.0,Ford,Focus,2004.0
T686EO197RUS,1.0,1000.0,Toyota,Camry,2014.0
7831C8197RUS,2.0,6800.0,Ford,Focus,1994.0
9020YC197RUS,2.0,145000.0,Skoda,Octavia,2008.0
7369C8197RUS,2.0,8594.5864661654,Ford,Focus,2014.0
O77997197RUS,2.0,8594.5864661654,Ford,Focus,1984.0
7788KT197RUS,2.0,8594.5864661654,Ford,Focus,2014.0
Y234E877RUS,1.0,8594.5864661654,Ford,Focus,2005.0
O6939X163RUS,1.0,7200.0,Ford,Focus,1985.0
7364C8197RUS,2.0,8594.5864661654,Ford,Focus,1993.0
9408H7178RUS,1.0,1000.0,Skoda,Octavia,1998.0
E40577152RUS,1.0,8594.5864661654,Ford,Focus,2010.0
K328T8197RUS,1.0,300.0,Volkswagen,Golf,1995.0
9683EC178RUS,2.0,26000.0,Ford,Focus,2005.0
8439XX154RUS,2.0,4600.0,Ford,Focus,1999.0
X583HE161RUS,1.0,3000.0,Ford,Focus,1993.0
X795O796RUS,1.0,2000.0,Ford,Focus,1988.0
H427YH197RUS,1.0,9900.0,Volkswagen,Passat,1993.0
Y780EE197RUS,2.0,4600.0,Volkswagen,Golf,1987.0
9697MO178RUS,1.0,1000.0,Volkswagen,Golf,2018.0
9939KK197RUS,1.0,1600.0,Ford,Focus,1997.0
T018OX197RUS,2.0,3400.0,Toyota,Corolla,2002.0
7830C8197RUS,1.0,5100.0,Ford,Focus,1990.0
E53677152RUS,2.0,11000.0,Ford,Focus,1982.0
Y164O8161RUS,1.0,800.0,Ford,Focus,1985.0
T6419O50RUS,2.0,27000.0,Ford,Focus,1985.0
X765HY197RUS,2.0,13900.0,Ford,Focus,1983.0
X423MK197RUS,2.0,14300.0,Ford,Focus,1988.0
7826C8197RUS,2.0,3600.0,Ford,Focus,1996.0
E223YM197RUS,2.0,19500.0,Ford,Focus,1981.0
H977HY161RUS,1.0,600.0,Ford,Focus,1983.0
8603T8154RUS,1.0,1500.0,Ford,Focus,2004.0
98047H178RUS,1.0,500.0,Ford,Focus,1984.0
X522OM161RUS,1.0,1500.0,Ford,Focus,1982.0
O136HO197RUS,2.0,7800.0,Toyota,Corolla,1991.0
7089H8163RUS,2.0,4400.0,Toyota,Corolla,1999.0
O718MM163RUS,2.0,8594.5864661654,Ford,Focus,2018.0
7608EE777RUS,1.0,4000.0,Skoda,Octavia,1991.0
T171CC96RUS,1.0,1000.0,Ford,Focus,2017.0
E822TH36RUS,2.0,12900.0,Ford,Focus,2002.0
H115YO163RUS,1.0,2200.0,Ford,Focus,2015.0
7365C8197RUS,1.0,2300.0,Ford,Focus,2018.0
C299K9154RUS,1.0,500.0,Ford,Focus,2015.0
M2169X197RUS,2.0,3100.0,Ford,Focus,2011.0
Y7659C197RUS,2.0,8594.5864661654,Ford,Focus,1990.0
E396MO152RUS,2.0,3000.0,Ford,Focus,2017.0
O22297197RUS,1.0,500.0,Ford,Focus,2001.0
7364C8197RUS,2.0,4500.0,Ford,Focus,2008.0
Y192O8161RUS,2.0,300.0,Ford,Focus,2013.0
H220X836RUS,1.0,7000.0,Ford,Focus,1994.0
T483CT96RUS,1.0,500.0,Ford,Focus,1997.0
X257HE161RUS,1.0,5000.0,Ford,Focus,2012.0
8182XX154RUS,1.0,200.0,Ford,Focus,1981.0
X796TH96RUS,1.0,500.0,Ford,Focus,1992.0
T011MY163RUS,2.0,4000.0,Ford,Focus,2007.0
T341CC96RUS,2.0,1000.0,Volkswagen,Passat,2005.0
T119CT96RUS,1.0,2000.0,Ford,Focus,1997.0
ABC123,1.0,1000.0,Toyota,Camry,
DEF456,2.0,2000.0,Ford,Focus,
GHI789,1.5,1500.0,Honda,Civic,
JKL012,3.0,3000.0,Chevrolet,Malibu,
MNO345,2.5,2500.0,BMW,X5,
